name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ninghai, Ningbo, China",2021-03-14,68,48.2,57.1,68,46.4,56.9,48.7,75,0,0,0,,0,0,19.3,11.2,137.1,1019.6,27.6,3.4,214.6,18.5,8,,2021-03-14T06:05:06,2021-03-14T18:01:28,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-15,80.6,51.8,66,80.8,51.8,66,53.1,65.7,0,0,0,,0,0,25.3,15.7,166.2,1013.4,15.4,5.2,246.4,21.4,9,,2021-03-15T06:03:55,2021-03-15T18:02:06,0.06,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-16,66.2,50,58.2,66.2,48.5,58.1,55.1,89.7,0.375,100,20.83,rain,0,0,22.6,11.2,12.8,1016,80.8,4.1,50.3,4.3,2,,2021-03-16T06:02:44,2021-03-16T18:02:43,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-17,51.8,48.2,50.1,51.8,45.1,49.3,46.5,87.8,0.388,100,20.83,rain,0,0,20.6,7.1,14.3,1018.6,94,5.1,53.2,4.5,3,,2021-03-17T06:01:32,2021-03-17T18:03:21,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-18,59,51.7,54.9,59,51.7,54.9,48.6,79.6,0.044,100,12.5,rain,0,0,15.9,6.7,52,1017.1,88.8,5.3,122.7,10.5,5,,2021-03-18T06:00:20,2021-03-18T18:03:58,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-19,59,53.6,55.3,59,53.6,55.3,53.8,94.7,0.998,100,12.5,rain,0,0,19.5,6.7,9,1014.4,91,2.4,58.4,5,4,,2021-03-19T05:59:08,2021-03-19T18:04:35,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-20,57.2,50,54.6,57.2,47.3,54.5,50.3,85.6,0.77,100,20.83,rain,0,0,27.1,13.4,335.1,1015.1,95.8,4.7,54.9,4.8,4,,2021-03-20T05:57:56,2021-03-20T18:05:12,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-21,57.2,48.2,52.6,57.2,45.6,51.3,42,68.7,0.128,100,16.67,rain,0,0,30.6,15.7,342,1023.4,59.7,3.6,192.5,16.7,8,,2021-03-21T05:56:44,2021-03-21T18:05:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-22,60.8,41,51,60.8,38.1,49.9,33.9,56.7,0,0,0,,0,0,19,13.4,338.8,1028,31.5,6.2,267.4,23,9,,2021-03-22T05:55:31,2021-03-22T18:06:25,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-23,66.1,37.4,52.7,66.1,33.9,51.9,36.4,57,0.148,100,4.17,rain,0,0,24.6,15.7,168.4,1023.6,40.3,6.2,265,23,9,,2021-03-23T05:54:19,2021-03-23T18:07:01,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-24,60.8,48.3,54.3,60.8,46.5,54.1,49.2,84,0.498,100,16.67,rain,0,0,20.3,11.2,295.7,1018.7,64.9,5.2,45,3.9,2,,2021-03-24T05:53:07,2021-03-24T18:07:38,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-25,69.8,44.6,58.1,69.8,44.6,58.1,45.6,67.1,0,0,0,,0,0,20.4,6.7,54.5,1021.3,0,6.2,277,23.8,9,,2021-03-25T05:51:54,2021-03-25T18:08:14,0.38,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-26,71.6,46.4,60.4,71.6,44.3,60.2,53.8,79.7,0.02,100,4.17,rain,0,0,24.6,24,154.8,1017.7,54.2,5.8,131.9,11.3,5,,2021-03-26T05:50:42,2021-03-26T18:08:50,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-27,78.8,62.6,68,78.8,62.6,68,61.6,81.4,0.204,100,20.83,rain,0,0,26,11.2,160.6,1009.1,49.9,5.1,152.6,13.2,6,,2021-03-27T05:49:30,2021-03-27T18:09:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-28,75.2,59,65.7,75.2,59,65.7,57.3,76.6,0.344,100,12.5,rain,0,0,19.9,6.7,44.4,1009.3,43,4.5,222.6,19.2,7,,2021-03-28T05:48:17,2021-03-28T18:10:02,0.48,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-29,78.8,57.2,66.8,78.8,57.2,66.8,60,80.3,0.025,100,4.17,rain,0,0,23.5,13.4,157.3,1007.4,42.9,4.6,229.7,19.9,8,,2021-03-29T05:47:05,2021-03-29T18:10:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-03-30,64.4,59,61.7,64.4,59,61.7,58.6,89.9,0.01,100,4.17,rain,0,0,24.8,11.2,29.8,1008.7,82.4,3.1,54.9,4.7,2,,2021-03-30T05:45:53,2021-03-30T18:11:14,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-03-31,71.6,57.2,63.6,71.6,57.2,63.6,60.3,89.4,1.067,100,20.83,rain,0,0,24.8,13.4,154,1007.8,75.4,4.2,101.4,8.9,4,,2021-03-31T05:44:42,2021-03-31T18:11:50,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-01,69.8,62.6,65.4,69.8,62.6,65.4,63,92.1,0.214,100,12.5,rain,0,0,19.6,8.8,33.8,1007.6,67.6,2.6,109.4,9.5,4,,2021-04-01T05:43:30,2021-04-01T18:12:26,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-02,73.4,62.6,66.9,73.4,62.6,66.9,62,84.8,0.035,100,4.17,rain,0,0,21.9,8.9,15.2,1011.3,91.7,2.6,115.1,9.8,5,,2021-04-02T05:42:19,2021-04-02T18:13:02,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-03,66.2,59,63.6,66.2,59,63.6,58.4,83.4,0.001,100,4.17,rain,0,0,22.9,13.4,332.4,1014.6,91.7,3.3,46.2,4.2,2,,2021-04-03T05:41:07,2021-04-03T18:13:38,0.69,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-04,62.6,53.6,57.9,62.6,53.6,57.9,45.4,64.8,0.001,100,4.17,rain,0,0,30.4,15.7,338.8,1021,59.3,5.1,200.2,17.3,8,,2021-04-04T05:39:57,2021-04-04T18:14:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-05,64.4,46.4,56.4,64.4,43,55.7,36.1,48,0,0,0,,0,0,22.4,9.1,2.3,1022.8,28.1,6.3,287.5,24.9,9,,2021-04-05T05:38:46,2021-04-05T18:14:50,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-06,69.8,55.3,60.3,69.8,55.3,60.3,42.6,56.6,0,0,0,,0,0,19.7,11.2,28,1021.5,62.5,6.3,219.3,19.1,9,,2021-04-06T05:37:36,2021-04-06T18:15:26,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-07,66.2,51.8,59.1,66.2,51.8,59.1,41.2,54.4,0.001,100,4.17,rain,0,0,18.3,11.2,119.6,1020.8,89,6.2,131.4,11.3,5,,2021-04-07T05:36:26,2021-04-07T18:16:02,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-08,60.8,53.6,57.3,60.8,53.6,57.3,44.7,63.5,0.009,100,8.33,rain,0,0,21,8.9,26.7,1021.1,65.8,6,42.7,3.6,2,,2021-04-08T05:35:17,2021-04-08T18:16:39,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-09,66.2,48.2,57.9,66.2,46.4,57.8,41.4,56.8,0,0,0,,0,0,24.8,11.2,14.2,1023.5,31,6,282.9,24.5,10,,2021-04-09T05:34:08,2021-04-09T18:17:15,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-10,69.8,42.8,57.9,69.8,40.2,57.5,46.6,68.2,0,0,0,,0,0,24.2,13.4,85,1025.3,54.7,6.3,249.8,21.6,9,,2021-04-10T05:32:59,2021-04-10T18:17:51,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-11,64.4,57.2,61.5,64.4,57.2,61.5,59.4,92.7,0.52,100,25,rain,0,0,20,7.1,170.6,1022.1,97.2,2.8,29.6,2.4,1,,2021-04-11T05:31:51,2021-04-11T18:18:28,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-12,66.2,62.5,64,66.2,62.5,64,62.6,95.2,0.948,100,25,rain,0,0,24.4,8.9,341.5,1015.7,92.1,3.3,68.2,6,3,,2021-04-12T05:30:43,2021-04-12T18:19:04,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-13,66.2,55.4,61.4,66.2,55.4,61.4,54.9,79.6,0.008,100,8.33,rain,0,0,18.3,9.3,11.3,1018.6,52.8,3.5,82.4,7.3,3,,2021-04-13T05:29:36,2021-04-13T18:19:41,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-14,59,53.6,55.5,59,53.6,55.5,47.1,74.6,0.287,100,16.67,rain,0,0,20.6,6.7,32.6,1021,78.7,5.2,123.6,10.8,7,,2021-04-14T05:28:29,2021-04-14T18:20:17,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-15,60.8,51.8,55.7,60.8,51.8,55.7,48.4,76.7,0.007,100,4.17,rain,0,0,17.9,11.2,149.4,1017.5,58.8,6.2,104.6,9.1,4,,2021-04-15T05:27:23,2021-04-15T18:20:54,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-16,77,50,64.1,77,50,64.1,53.2,71,0.01,100,8.33,rain,0,0,19.2,11.2,21.7,1016.1,29.1,4.9,279.3,24.1,9,,2021-04-16T05:26:18,2021-04-16T18:21:31,0.14,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-17,77,51.8,63.9,77,51.8,63.9,52.7,69.8,0.012,100,8.33,rain,0,0,29.6,17.2,351.7,1019.8,20.3,3.7,258.8,22.3,9,,2021-04-17T05:25:13,2021-04-17T18:22:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-18,69.8,46.4,58.8,69.8,46.4,58.8,39.6,52.5,0,0,0,,0,0,29.6,13.3,139.5,1021.9,87.8,6.3,267.6,23.2,9,,2021-04-18T05:24:09,2021-04-18T18:22:45,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-19,73.4,51.8,61.6,73.4,51.8,61.6,46,58.1,0,0,0,,0,0,23,13.4,138.2,1018,17.8,6.3,308.6,26.9,10,,2021-04-19T05:23:06,2021-04-19T18:23:22,0.23,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-20,76.9,51.8,64.4,76.9,51.8,64.4,50.7,63.6,0,0,0,,0,0,25.3,17.6,149.2,1017.1,17.8,6.3,287.6,24.8,9,,2021-04-20T05:22:03,2021-04-20T18:23:59,0.25,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-21,78.8,59,68.6,78.8,59,68.6,58.3,71.2,0.001,100,4.17,rain,0,0,29.3,17.9,154.3,1016,43.9,6.2,230.8,20,8,,2021-04-21T05:21:01,2021-04-21T18:24:37,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-22,76.9,62.6,69.3,76.9,62.6,69.3,63.8,83,0.143,100,8.33,rain,0,0,26.8,15.7,151.9,1011.8,66.7,5.4,121.8,10.5,4,,2021-04-22T05:19:59,2021-04-22T18:25:14,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-23,71.6,66.2,68.8,71.6,66.2,68.8,64.5,86.3,0.051,100,8.33,rain,0,0,19.5,8.9,5.7,1011.6,85.4,2.2,97.6,8.6,3,,2021-04-23T05:18:59,2021-04-23T18:25:52,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-24,73.4,64.4,67.2,73.4,64.4,67.2,62.9,86.5,0.01,100,4.17,rain,0,0,18.6,6.7,25.6,1014.5,78.5,4,166.2,14.5,7,,2021-04-24T05:17:59,2021-04-24T18:26:30,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-25,73.3,62.6,67.5,73.3,62.6,67.5,61.4,81.5,0.003,100,4.17,rain,0,0,20.4,8.9,95.3,1017.3,43,5.2,224,19.3,7,,2021-04-25T05:17:00,2021-04-25T18:27:08,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-26,77,57.2,67.2,77,57.2,67.2,56.7,72,0,0,0,,0,0,19.5,13.4,126.7,1017.5,30.3,5.4,254.2,22,9,,2021-04-26T05:16:02,2021-04-26T18:27:46,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-27,66.2,62.6,64.2,66.2,62.6,64.2,60.3,87.4,0.245,100,20.83,rain,0,0,17.7,8.9,167.3,1016.6,59.8,4.6,60.2,5,2,,2021-04-27T05:15:05,2021-04-27T18:28:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-28,71.6,64.3,66.9,71.6,64.3,66.9,61.2,82.7,0.01,100,8.33,rain,0,0,18.6,8.9,335.1,1016.6,52.3,2.9,135.3,11.6,5,,2021-04-28T05:14:09,2021-04-28T18:29:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-04-29,84.1,60.8,72.1,81.5,60.8,71.7,53.2,57.9,0.004,100,4.17,rain,0,0,19.3,11.2,222.1,1010.5,0.4,4.6,308.8,26.6,10,,2021-04-29T05:13:14,2021-04-29T18:29:40,0.57,Rain,Clear conditions throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-04-30,91.4,62.6,78,88.6,62.6,77.2,51.7,41.7,0,0,0,,0,0,26.2,18.1,202.6,1006.2,1.2,6.2,316.4,27.3,10,,2021-04-30T05:12:19,2021-04-30T18:30:18,0.6,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-01,82.4,64.4,73.2,80.6,64.4,72.9,50.2,48,0.147,100,8.33,rain,0,0,40.2,17.9,357.8,1011,23.6,6.3,302.5,26.1,10,,2021-05-01T05:11:26,2021-05-01T18:30:57,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-02,76.9,60.7,66.6,76.9,60.7,66.6,53.7,65.3,0,0,0,,0,0,24.2,11.2,99.1,1018.3,22.2,6.3,294.3,25.5,9,,2021-05-02T05:10:33,2021-05-02T18:31:35,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-03,80.6,59,69.9,81.7,59,70,58.5,68.3,0,0,0,,0,0,34.2,26.2,156.9,1014.9,62.5,6.3,276.5,23.9,9,,2021-05-03T05:09:42,2021-05-03T18:32:14,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-04,75.2,66.2,72,75.2,66.2,72,68.2,87.9,0.61,100,33.33,rain,0,0,29.5,13.4,201.8,1009.1,87.7,5.9,106.9,9.1,4,,2021-05-04T05:08:52,2021-05-04T18:32:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-05,77,59,68.3,77,59,68.3,48.9,54.9,0.019,100,4.17,rain,0,0,23.6,13.4,54.1,1018,17.9,5.2,325,28.1,10,,2021-05-05T05:08:02,2021-05-05T18:33:31,0.77,Rain,Clear conditions throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-06,80.6,53.6,68.2,79.6,53.6,68.1,49.3,53.6,0.004,100,4.17,rain,0,0,22.1,13.4,165.2,1015.4,56.2,6.3,287.5,24.6,9,,2021-05-06T05:07:14,2021-05-06T18:34:09,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-07,91.4,68,76.7,90.7,68,77.1,62.4,63.6,0.044,100,20.83,rain,0,0,18.6,11.2,27.3,1010.7,37.4,5.6,255.2,22,8,,2021-05-07T05:06:27,2021-05-07T18:34:48,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-08,87.8,68,78,91.4,68,79.3,66.7,69.6,0,0,0,,0,0,17.9,11.2,167.6,1007.3,11,4.7,149.7,12.9,5,,2021-05-08T05:05:41,2021-05-08T18:35:27,0.88,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-09,93.2,68,79.7,94.2,68,80.8,65,64,0,0,0,,0,0,18.1,11.2,148,1007.9,20,5.7,289.9,24.7,9,,2021-05-09T05:04:56,2021-05-09T18:36:05,0.91,Clear,Clearing in the afternoon.,clear-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-10,93.2,68,80.5,102.8,68,83.5,68.4,68.6,0,0,0,,0,0,20.1,11.2,151.2,1005.8,28.6,5.7,276.5,23.8,9,,2021-05-10T05:04:13,2021-05-10T18:36:44,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-11,78.8,71.6,74.3,78.8,71.6,74.3,69.6,85.5,0.921,100,20.83,rain,0,0,49.2,31.3,190.7,1005.7,57.9,5.9,74,6.4,3,,2021-05-11T05:03:30,2021-05-11T18:37:22,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-12,80.5,71.4,74.5,84.5,71.4,74.7,69,83.5,0.281,100,20.83,rain,0,0,19,8.9,27.9,1007.6,86.3,4.6,148.5,12.7,6,,2021-05-12T05:02:49,2021-05-12T18:38:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-13,80.6,69.8,74.7,85.3,69.8,75.5,70.5,86.9,0.622,100,20.83,rain,0,0,17,8.9,122.9,1008.6,76.1,3.5,129.2,11.1,6,,2021-05-13T05:02:09,2021-05-13T18:38:39,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-14,91.4,73.3,80.6,105.1,73.3,86.1,74.7,83.3,0.035,100,8.33,rain,0,0,18.6,11.2,154.7,1006.5,51,5.1,188.7,16.3,6,,2021-05-14T05:01:30,2021-05-14T18:39:17,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB,WDG8555"
"Ninghai, Ningbo, China",2021-05-15,95,73.4,83.7,112.8,73.4,91.4,75.5,77.7,0.09,100,8.33,rain,0,0,25.9,13.4,168.4,1004,44.3,5.4,250.5,21.7,8,,2021-05-15T05:00:53,2021-05-15T18:39:55,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-16,91.4,71.5,81.7,105.1,71.5,87.5,73.1,75.6,0.598,100,16.67,rain,0,0,34.4,15.5,254.6,1004.4,73.9,6,198.3,17.1,9,,2021-05-16T05:00:17,2021-05-16T18:40:33,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-17,69.8,62.6,66.7,69.8,62.6,66.7,62,85,0.38,100,16.67,rain,0,0,23.5,13.4,317.6,1012.1,97.2,4.5,57.9,5,2,,2021-05-17T04:59:42,2021-05-17T18:41:11,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-18,73.4,62.6,67.4,73.4,62.6,67.4,61.9,83.8,0.498,100,20.83,rain,0,0,15.2,6.7,111.7,1012.2,86.6,3.1,89.8,7.7,5,,2021-05-18T04:59:08,2021-05-18T18:41:48,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-19,68,64.3,66.1,68,64.3,66.1,63.7,91.8,0.7,100,20.83,rain,0,0,21.3,8.9,133.4,1009.4,88.9,5.1,54.8,4.7,2,,2021-05-19T04:58:36,2021-05-19T18:42:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-20,73.4,66.2,69.5,73.4,66.2,69.5,65.3,87,0.281,100,20.83,rain,0,0,24.2,13.4,324.8,1006.9,71.9,5,98.9,8.6,4,,2021-05-20T04:58:05,2021-05-20T18:43:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-21,75.2,64.4,68.2,75.2,64.4,68.2,63.6,85.8,0.275,100,8.33,rain,0,0,21.3,8.9,134,1010.5,92.6,4.5,133.4,11.4,5,,2021-05-21T04:57:35,2021-05-21T18:43:39,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-22,71.6,66.2,68.1,71.6,66.2,68.1,62.1,81.8,0.193,100,20.83,rain,0,0,18.6,13.4,154.7,1010.4,59.2,5.8,65.8,5.6,5,,2021-05-22T04:57:07,2021-05-22T18:44:16,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB"
"Ninghai, Ningbo, China",2021-05-23,71.6,64.4,67.7,71.6,64.4,67.7,65.4,92.4,0.467,100,20.83,rain,0,0,25.5,8.9,178.3,1008.5,88.9,4.7,37.8,3.3,2,,2021-05-23T04:56:40,2021-05-23T18:44:52,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB"
