name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,就诊时间,就诊人数
"Ninghai, Ningbo, China",2018-07-25,96.8,78.8,88.2,122.1,78.8,103.4,79.5,76.7,0.015,100,4.17,rain,0.0,0.0,20.1,11.1,189.2,1004.8,27.1,5.6,285.4,24.7,9,,2018-07-25T05:08:39,2018-07-25T18:51:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-25,1.0
"Ninghai, Ningbo, China",2018-07-26,100.4,77.0,84.7,121.0,77.0,97.3,79.7,86.2,0.161,100,12.5,rain,0.0,0.0,14.8,13.4,159.5,1005.3,23.5,4.6,264.3,22.9,9,,2018-07-26T05:09:14,2018-07-26T18:51:11,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-26,1.0
"Ninghai, Ningbo, China",2018-07-27,96.8,78.8,86.1,115.3,78.8,98.0,78.9,80.5,0.028,100,16.67,rain,0.0,0.0,13.2,8.9,150.2,1006.1,45.8,4.9,262.0,22.7,8,,2018-07-27T05:09:50,2018-07-27T18:50:35,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-27,1.0
"Ninghai, Ningbo, China",2018-07-28,98.5,80.6,88.5,114.7,88.0,101.2,78.2,73.9,0.012,100,8.33,rain,0.0,0.0,14.8,6.7,27.1,1005.4,11.5,5.1,282.6,24.5,8,,2018-07-28T05:10:25,2018-07-28T18:49:57,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-28,0.0
"Ninghai, Ningbo, China",2018-07-29,96.8,80.6,88.8,112.7,87.1,100.7,77.3,70.8,0.0,0,0.0,,0.0,0.0,16.3,6.7,38.9,1004.0,13.3,5.1,295.6,25.6,9,,2018-07-29T05:11:01,2018-07-29T18:49:19,0.55,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2018-07-29,0.0
"Ninghai, Ningbo, China",2018-07-30,96.8,80.6,86.1,115.2,87.0,97.0,77.3,76.2,0.133,100,4.17,rain,0.0,0.0,19.5,15.7,324.6,1003.3,19.1,4.7,253.5,21.9,9,,2018-07-30T05:11:36,2018-07-30T18:48:39,0.58,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-30,0.0
"Ninghai, Ningbo, China",2018-07-31,95.0,80.5,86.3,107.5,86.1,96.5,76.8,74.6,0.004,100,4.17,rain,0.0,0.0,23.0,11.2,351.3,1003.5,25.9,4.9,248.9,21.6,8,,2018-07-31T05:12:12,2018-07-31T18:47:57,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-07-31,0.0
"Ninghai, Ningbo, China",2018-08-01,94.9,78.8,86.3,105.1,78.8,95.5,76.5,74.3,0.069,100,8.33,rain,0.0,0.0,22.8,11.2,357.7,1003.1,49.2,6.2,241.5,20.7,8,,2018-08-01T05:12:48,2018-08-01T18:47:15,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-01,0.0
"Ninghai, Ningbo, China",2018-08-02,89.6,78.8,83.5,102.5,78.8,93.2,78.4,85.5,1.88,100,8.33,rain,0.0,0.0,24.6,11.2,347.6,1001.5,61.1,5.6,192.8,16.8,7,,2018-08-02T05:13:23,2018-08-02T18:46:31,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-02,2.0
"Ninghai, Ningbo, China",2018-08-03,91.4,77.0,84.1,105.1,77.0,91.5,76.6,79.4,1.302,100,12.5,rain,0.0,0.0,32.9,17.9,221.6,998.5,52.9,5.8,103.6,8.8,7,,2018-08-03T05:13:59,2018-08-03T18:45:46,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-03,0.0
"Ninghai, Ningbo, China",2018-08-04,95.0,80.6,87.5,110.3,88.1,99.4,77.4,73.0,0.028,100,8.33,rain,0.0,0.0,29.3,17.9,167.8,1003.8,28.5,6.2,262.8,22.8,8,,2018-08-04T05:14:35,2018-08-04T18:45:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-04,1.0
"Ninghai, Ningbo, China",2018-08-05,96.8,80.6,87.9,115.3,88.1,101.1,78.4,74.5,0.028,100,16.67,rain,0.0,0.0,20.1,13.4,164.4,1005.1,21.7,6.2,259.7,22.5,8,,2018-08-05T05:15:11,2018-08-05T18:44:12,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-05,3.0
"Ninghai, Ningbo, China",2018-08-06,96.8,82.4,86.2,115.3,90.9,98.5,78.4,78.5,0.004,100,4.17,rain,0.0,0.0,15.2,17.9,194.2,1005.0,23.6,6.1,258.1,22.3,8,,2018-08-06T05:15:46,2018-08-06T18:43:24,0.82,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-06,0.0
"Ninghai, Ningbo, China",2018-08-07,96.8,78.8,85.6,112.4,78.8,95.5,77.8,79.0,0.0,0,0.0,,0.0,0.0,16.8,13.3,138.9,1005.1,20.2,5.3,269.7,23.4,9,,2018-08-07T05:16:22,2018-08-07T18:42:34,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-08-07,0.0
"Ninghai, Ningbo, China",2018-08-08,95.0,78.8,86.1,107.5,78.8,95.4,76.8,75.3,0.008,100,8.33,rain,0.0,0.0,16.8,8.9,110.4,1005.7,31.1,6.0,269.6,23.4,9,,2018-08-08T05:16:57,2018-08-08T18:41:43,0.89,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-08,0.0
"Ninghai, Ningbo, China",2018-08-09,93.2,78.8,85.9,107.5,78.8,96.0,77.6,78.0,0.008,100,8.33,rain,0.0,0.0,16.8,8.9,72.3,1005.2,35.2,4.8,258.1,22.3,8,,2018-08-09T05:17:33,2018-08-09T18:40:51,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-09,0.0
"Ninghai, Ningbo, China",2018-08-10,96.8,78.8,87.5,107.4,78.8,94.6,74.0,67.4,0.0,0,0.0,,0.0,0.0,15.9,8.9,30.8,1003.9,15.9,5.1,289.7,25.0,9,,2018-08-10T05:18:08,2018-08-10T18:39:58,0.96,Clear,Clear conditions throughout the day.,clear-day,"58239099999,58477099999,58556099999,ZSNB",2018-08-10,1.0
"Ninghai, Ningbo, China",2018-08-11,96.7,77.0,85.9,112.3,77.0,94.4,75.4,71.7,0.028,100,12.5,rain,0.0,0.0,18.1,8.9,12.3,1001.7,34.6,5.5,231.3,19.9,7,,2018-08-11T05:18:44,2018-08-11T18:39:05,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-11,4.0
"Ninghai, Ningbo, China",2018-08-12,84.2,80.6,82.0,96.1,87.1,91.1,78.4,89.1,0.816,100,16.67,rain,0.0,0.0,42.3,13.4,38.3,998.7,73.1,4.9,41.4,3.5,1,,2018-08-12T05:19:19,2018-08-12T18:38:10,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-12,0.0
"Ninghai, Ningbo, China",2018-08-13,93.2,80.6,85.5,110.3,88.1,97.7,78.6,80.5,0.951,100,16.67,rain,0.0,0.0,42.3,20.1,140.1,999.2,69.6,6.2,229.2,19.7,7,,2018-08-13T05:19:54,2018-08-13T18:37:14,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-13,0.0
"Ninghai, Ningbo, China",2018-08-14,91.3,80.6,85.2,107.7,88.1,96.8,78.4,80.9,0.026,100,8.33,rain,0.0,0.0,28.4,17.9,123.0,1003.3,48.2,6.2,209.9,18.3,7,,2018-08-14T05:20:29,2018-08-14T18:36:17,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-14,2.0
"Ninghai, Ningbo, China",2018-08-15,91.4,80.6,85.5,107.8,88.1,97.6,78.6,80.8,0.133,100,12.5,rain,0.0,0.0,23.3,11.2,20.7,1002.5,58.3,6.2,248.5,21.2,8,,2018-08-15T05:21:04,2018-08-15T18:35:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-15,0.0
"Ninghai, Ningbo, China",2018-08-16,87.7,80.6,82.8,102.2,87.1,92.6,78.4,87.0,0.625,100,12.5,rain,0.0,0.0,32.7,15.7,324.9,997.5,66.7,5.7,109.2,9.3,5,,2018-08-16T05:21:38,2018-08-16T18:34:20,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-16,2.0
"Ninghai, Ningbo, China",2018-08-17,91.4,78.8,84.0,108.1,78.8,93.6,78.4,84.1,2.099,100,12.5,rain,0.0,0.0,33.1,17.9,170.1,994.7,65.2,6.0,96.9,8.3,5,,2018-08-17T05:22:13,2018-08-17T18:33:20,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-17,0.0
"Ninghai, Ningbo, China",2018-08-18,89.6,78.8,83.1,102.5,78.8,92.5,77.8,84.4,0.137,100,12.5,rain,0.0,0.0,30.0,17.9,149.9,1002.7,56.0,6.3,182.5,15.8,7,,2018-08-18T05:22:48,2018-08-18T18:32:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-18,4.0
"Ninghai, Ningbo, China",2018-08-19,89.6,78.8,83.4,105.1,78.8,93.0,78.2,84.9,0.049,100,4.17,rain,0.0,0.0,27.3,17.9,131.7,1003.8,46.4,6.3,187.1,16.1,6,,2018-08-19T05:23:22,2018-08-19T18:31:18,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-19,0.0
"Ninghai, Ningbo, China",2018-08-20,93.2,80.6,86.1,113.3,87.1,98.5,78.7,79.7,0.004,100,4.17,rain,0.0,0.0,23.7,13.4,164.4,1002.3,42.1,6.3,231.8,19.9,8,,2018-08-20T05:23:56,2018-08-20T18:30:16,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-20,0.0
"Ninghai, Ningbo, China",2018-08-21,93.2,80.6,85.0,111.2,88.1,97.3,79.4,84.3,0.044,100,33.33,rain,0.0,0.0,14.5,11.2,71.1,1000.9,54.8,5.4,232.0,20.1,8,,2018-08-21T05:24:30,2018-08-21T18:29:13,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-21,2.0
"Ninghai, Ningbo, China",2018-08-22,93.3,80.6,85.3,105.3,87.1,94.7,77.1,78.4,0.0,0,0.0,,0.0,0.0,21.3,11.2,1.8,1000.5,38.6,5.7,249.4,21.5,8,,2018-08-22T05:25:04,2018-08-22T18:28:09,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-08-22,1.0
"Ninghai, Ningbo, China",2018-08-23,93.2,78.8,84.3,100.9,78.8,89.2,72.7,69.8,0.0,0,0.0,,0.0,0.0,21.0,13.4,314.8,1001.0,35.1,6.2,261.6,22.6,9,,2018-08-23T05:25:38,2018-08-23T18:27:04,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-08-23,2.0
"Ninghai, Ningbo, China",2018-08-24,86.0,75.2,81.5,89.6,75.2,83.7,68.6,66.2,0.004,100,4.17,rain,0.0,0.0,15.7,8.9,12.6,1004.3,53.7,6.2,151.8,13.1,5,,2018-08-24T05:26:11,2018-08-24T18:25:59,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-24,2.0
"Ninghai, Ningbo, China",2018-08-25,87.8,77.0,81.9,102.4,77.0,89.8,78.4,89.4,0.63,100,20.83,rain,0.0,0.0,22.4,8.9,18.2,1004.0,77.1,5.2,127.5,11.0,6,,2018-08-25T05:26:45,2018-08-25T18:24:53,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-25,1.0
"Ninghai, Ningbo, China",2018-08-26,89.6,78.8,83.0,105.1,78.8,92.7,78.6,87.3,1.01,100,16.67,rain,0.0,0.0,22.1,11.2,122.5,1004.1,73.2,5.7,161.6,14.0,7,,2018-08-26T05:27:18,2018-08-26T18:23:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-26,3.0
"Ninghai, Ningbo, China",2018-08-27,91.4,78.8,84.0,107.8,78.8,93.2,77.7,82.1,0.061,100,12.5,rain,0.0,0.0,31.1,13.4,143.2,1006.3,65.7,6.1,207.1,17.7,7,,2018-08-27T05:27:51,2018-08-27T18:22:39,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-27,3.0
"Ninghai, Ningbo, China",2018-08-28,89.6,80.6,84.2,100.2,85.3,92.4,75.6,75.9,0.221,100,4.17,rain,0.0,0.0,32.7,17.9,149.3,1007.5,51.3,6.3,213.3,18.3,8,,2018-08-28T05:28:24,2018-08-28T18:21:31,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-28,3.0
"Ninghai, Ningbo, China",2018-08-29,93.1,78.8,84.7,105.1,78.8,91.9,75.5,75.0,0.008,100,8.33,rain,0.0,0.0,24.8,22.4,160.9,1006.7,32.4,6.3,217.0,18.7,7,,2018-08-29T05:28:57,2018-08-29T18:20:23,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-29,0.0
"Ninghai, Ningbo, China",2018-08-30,91.4,78.8,85.1,104.9,78.8,93.0,75.0,72.5,0.0,0,0.0,,0.0,0.0,30.0,20.1,161.5,1007.8,32.6,6.3,215.7,18.6,7,,2018-08-30T05:29:30,2018-08-30T18:19:14,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-08-30,0.0
"Ninghai, Ningbo, China",2018-08-31,93.2,80.6,86.2,105.0,85.3,94.5,74.5,68.8,0.098,100,12.5,rain,0.0,0.0,23.5,13.4,179.8,1008.6,37.4,6.3,235.9,20.3,8,,2018-08-31T05:30:03,2018-08-31T18:18:04,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-08-31,0.0
"Ninghai, Ningbo, China",2018-09-01,93.2,78.8,84.9,105.1,78.8,93.6,76.0,75.4,0.006,100,4.17,rain,0.0,0.0,12.3,8.9,167.6,1007.5,51.3,6.2,178.0,15.4,7,,2018-09-01T05:30:35,2018-09-01T18:16:54,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-01,2.0
"Ninghai, Ningbo, China",2018-09-02,93.2,78.8,84.4,110.3,78.8,94.5,78.2,82.7,0.296,100,4.17,rain,0.0,0.0,11.6,13.3,136.3,1005.2,48.4,5.5,179.6,15.4,7,,2018-09-02T05:31:08,2018-09-02T18:15:43,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-02,1.0
"Ninghai, Ningbo, China",2018-09-03,93.2,80.6,84.7,110.9,88.1,96.4,79.0,84.0,0.37,100,8.33,rain,0.0,0.0,15.9,13.4,180.1,1002.2,33.3,5.4,199.8,17.2,7,,2018-09-03T05:31:40,2018-09-03T18:14:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-03,5.0
"Ninghai, Ningbo, China",2018-09-04,93.2,77.0,85.0,105.1,77.0,91.4,73.0,69.8,0.01,100,8.33,rain,0.0,0.0,22.4,15.5,312.5,1002.7,32.3,5.5,234.4,20.3,7,,2018-09-04T05:32:13,2018-09-04T18:13:21,0.8,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-04,1.0
"Ninghai, Ningbo, China",2018-09-05,93.2,71.6,82.1,96.4,71.6,84.2,68.2,65.7,0.0,0,0.0,,0.0,0.0,16.3,6.7,124.7,1006.2,46.3,6.1,267.1,23.2,9,,2018-09-05T05:32:45,2018-09-05T18:12:09,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-09-05,0.0
"Ninghai, Ningbo, China",2018-09-06,91.4,78.8,83.7,105.1,78.8,91.6,75.9,77.7,0.266,100,4.17,rain,0.0,0.0,17.9,13.3,173.0,1005.2,14.7,5.0,195.6,16.8,7,,2018-09-06T05:33:17,2018-09-06T18:10:57,0.87,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-06,0.0
"Ninghai, Ningbo, China",2018-09-07,82.4,71.6,76.5,92.4,71.6,78.2,71.3,84.4,0.123,100,8.33,rain,0.0,0.0,21.0,11.2,335.9,1008.8,70.1,4.7,79.8,6.8,4,,2018-09-07T05:33:49,2018-09-07T18:09:44,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-07,0.0
"Ninghai, Ningbo, China",2018-09-08,73.4,68.0,70.9,73.4,68.0,70.9,68.2,91.4,0.438,100,20.83,rain,0.0,0.0,15.7,8.9,307.2,1013.2,64.0,4.7,29.7,2.6,1,,2018-09-08T05:34:21,2018-09-08T18:08:31,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-08,2.0
"Ninghai, Ningbo, China",2018-09-09,82.4,66.2,75.2,83.4,66.2,75.5,64.8,72.5,0.012,100,12.5,rain,0.0,0.0,23.0,11.2,0.2,1015.7,40.1,5.8,209.9,18.0,7,,2018-09-09T05:34:53,2018-09-09T18:07:18,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-09,0.0
"Ninghai, Ningbo, China",2018-09-10,80.6,69.8,75.0,83.3,69.8,75.6,65.2,72.8,0.0,0,0.0,,0.0,0.0,23.7,11.2,357.1,1016.9,60.2,6.3,171.6,14.9,6,,2018-09-10T05:35:25,2018-09-10T18:06:04,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-09-10,2.0
"Ninghai, Ningbo, China",2018-09-11,80.6,69.8,72.9,83.9,69.8,73.2,68.1,85.6,0.457,100,12.5,rain,0.0,0.0,21.3,11.1,107.9,1014.8,78.0,5.6,45.9,4.0,2,,2018-09-11T05:35:57,2018-09-11T18:04:50,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-11,2.0
"Ninghai, Ningbo, China",2018-09-12,80.6,69.8,74.1,83.3,69.8,74.3,70.7,89.6,0.32,100,12.5,rain,0.0,0.0,18.1,8.9,342.8,1012.8,92.4,5.2,106.5,9.2,5,,2018-09-12T05:36:29,2018-09-12T18:03:36,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-12,1.0
"Ninghai, Ningbo, China",2018-09-13,86.0,71.6,79.5,95.1,71.6,83.0,72.6,80.4,0.036,100,25.0,rain,0.0,0.0,11.9,6.6,348.9,1012.6,49.7,5.4,164.3,14.3,6,,2018-09-13T05:37:01,2018-09-13T18:02:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-13,0.0
"Ninghai, Ningbo, China",2018-09-14,91.4,73.4,81.7,100.5,73.4,86.4,74.4,79.8,0.017,100,4.17,rain,0.0,0.0,14.5,8.9,50.1,1013.2,67.9,4.5,192.7,16.7,7,,2018-09-14T05:37:33,2018-09-14T18:01:08,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-14,2.0
"Ninghai, Ningbo, China",2018-09-15,89.5,75.2,81.7,100.2,75.2,86.5,74.6,79.8,0.036,100,16.67,rain,0.0,0.0,19.5,11.2,119.9,1013.3,41.5,5.6,182.5,16.0,6,,2018-09-15T05:38:04,2018-09-15T17:59:53,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-15,0.0
"Ninghai, Ningbo, China",2018-09-16,89.6,76.9,82.6,105.1,76.9,90.2,77.4,85.2,0.09,100,8.33,rain,0.0,0.0,24.4,15.7,123.5,1013.1,61.1,5.6,143.7,12.3,6,,2018-09-16T05:38:36,2018-09-16T17:58:38,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-16,2.0
"Ninghai, Ningbo, China",2018-09-17,78.8,75.1,77.2,78.8,75.1,77.2,75.8,95.8,1.226,100,8.33,rain,0.0,0.0,19.5,11.2,255.0,1015.1,72.4,4.7,109.0,9.5,4,,2018-09-17T05:39:08,2018-09-17T17:57:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-17,1.0
"Ninghai, Ningbo, China",2018-09-18,91.3,73.3,81.9,102.4,73.3,87.6,75.0,81.2,0.049,100,4.17,rain,0.0,0.0,13.2,8.9,126.9,1015.5,46.2,5.8,182.0,15.6,7,,2018-09-18T05:39:40,2018-09-18T17:56:09,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-18,0.0
"Ninghai, Ningbo, China",2018-09-19,93.2,78.8,84.9,107.8,78.8,94.2,77.5,79.6,0.001,100,4.17,rain,0.0,0.0,14.5,13.3,167.8,1011.6,41.4,5.7,213.5,18.3,8,,2018-09-19T05:40:13,2018-09-19T17:54:54,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-19,1.0
"Ninghai, Ningbo, China",2018-09-20,94.7,73.5,82.7,112.4,73.5,91.5,77.2,84.4,0.575,100,8.33,rain,0.0,0.0,15.2,6.7,191.0,1009.4,80.9,7.6,174.1,15.0,7,,2018-09-20T05:40:45,2018-09-20T17:53:39,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB,remote",2018-09-20,1.0
"Ninghai, Ningbo, China",2018-09-21,82.4,75.2,77.5,90.8,75.2,78.6,73.9,88.8,0.115,100,8.33,rain,0.0,0.0,19.5,11.2,341.7,1011.9,91.9,4.5,75.7,6.5,3,,2018-09-21T05:41:17,2018-09-21T17:52:24,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-21,1.0
"Ninghai, Ningbo, China",2018-09-22,78.8,73.4,76.0,78.8,73.4,76.0,72.6,89.4,0.039,100,12.5,rain,0.0,0.0,11.9,6.7,12.0,1015.7,78.3,3.8,32.7,2.8,1,,2018-09-22T05:41:49,2018-09-22T17:51:09,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-22,0.0
"Ninghai, Ningbo, China",2018-09-23,82.4,73.4,77.1,87.2,73.4,78.3,72.4,85.9,0.003,100,4.17,rain,0.0,0.0,16.8,8.9,19.4,1015.8,68.7,4.0,46.3,3.8,2,,2018-09-23T05:42:22,2018-09-23T17:49:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-23,1.0
"Ninghai, Ningbo, China",2018-09-24,84.2,69.8,77.1,84.6,69.8,77.3,64.4,67.6,0.079,100,37.5,rain,0.0,0.0,29.8,13.4,38.1,1016.4,36.8,4.9,190.6,16.4,7,,2018-09-24T05:42:55,2018-09-24T17:48:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-24,1.0
"Ninghai, Ningbo, China",2018-09-25,80.6,68.0,73.7,81.1,68.0,73.7,59.1,61.2,0.0,0,0.0,,0.0,0.0,27.7,13.4,26.7,1015.5,63.1,6.3,158.2,13.6,6,,2018-09-25T05:43:27,2018-09-25T17:47:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"58239099999,58477099999,58556099999,ZSNB",2018-09-25,0.0
"Ninghai, Ningbo, China",2018-09-26,80.6,66.2,73.9,82.3,66.2,74.0,61.0,64.4,0.012,100,8.33,rain,0.0,0.0,27.5,13.4,358.5,1014.3,56.3,6.3,167.5,14.5,7,,2018-09-26T05:44:00,2018-09-26T17:46:11,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-26,0.0
"Ninghai, Ningbo, China",2018-09-27,80.6,68.0,73.7,82.7,68.0,73.9,63.8,72.7,0.128,100,8.33,rain,0.0,0.0,28.6,15.5,3.7,1014.1,60.8,6.2,193.3,16.9,8,,2018-09-27T05:44:33,2018-09-27T17:44:57,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-27,1.0
"Ninghai, Ningbo, China",2018-09-28,82.4,64.4,73.0,83.4,64.4,73.3,63.1,72.6,0.004,100,4.17,rain,0.0,0.0,25.9,11.2,4.0,1013.7,31.2,6.3,189.4,16.4,6,,2018-09-28T05:45:07,2018-09-28T17:43:43,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"58239099999,58477099999,58556099999,ZSNB",2018-09-28,0.0
